SEED	BIGG	KEGG	byocyc	name
rxn01268_c0	['U52', 'PPND']	R01728	['META:PREPHENATEDEHYDROG-RXN.c', 'META:PREPHENATEDEHYDROG-RXN']	Prephenate:NAD+ oxidoreductase(decarboxylating)_c0
rxn00641_c0	['PSA1', 'MAN1PT']	R00885	['META:2.7.7.13-RXN', 'META:2.7.7.13-RXN.c']	GTP:alpha-D-mannose-1-phosphate guanylyltransferase_c0
rxn00361_c0	['MET14', 'ADSKr', 'ADSK']	R00509	['META:ADENYLYLSULFKIN-RXN.c', 'META:ADENYLYLSULFKIN-RXN.d']	ATP:adenylylsulfate 3'-phosphotransferase_c0
rxn01421_c0	NULL	R01937	META:2-AMINOMUCONATE-REDUCTASE-RXN.c	R01937_c0
rxn07434_c0	NULL	R07603	NULL	R07603_c0
rxn01974_c0	DAPE	R02735	['META:DIAMINOPIMEPIM-RXN.c', 'META:DIAMINOPIMEPIM-RXN']	LL-2,6-Diaminoheptanedioate 2-epimerase_c0
rxn12641_c0	MEAMP1(ala-gly)	NULL	['META:RXN0-6977.c', 'META:RXN0-6977']	RXN0-6977.c_c0
rxn00068_c0	NULL	R00092	META:FERRIC-CHELATE-REDUCTASE-RXN.c	Fe2+:NAD+ oxidoreductase_c0
rxn04673_c0	NULL	R06858	NULL	R06858_c0
rxn08971_c0	NADH10	NULL	NULL	NADH dehydrogenase (menaquinone-8 & 0 protons)_c0
rxn05104_c0	['MDRPDr', 'MDRPD']	R07392	['META:R145-RXN', 'META:R145-RXN.c']	S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase_c0
rxn01635_c0	NULL	R02280	META:3.5.4.22-RXN.c	1-Pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)_c0
rxn03015_c0	NULL	R04340	META:1.5.1.25-RXN.c.metaexp.NADP_NADPH	thiomorpholine-3-carboxylate:NADP+ 5,6-oxidoreductase_c0
rxn08471_c0	['FDMO6', 'FDMO5']	NULL	NULL	FMNH2-dependent monooxygenase (sulfoacetate)_c0
rxn03057_c0	NULL	R04420	['META:5.3.1.23-RXN', 'META:5.3.1.23-RXN.c']	5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase_c0
rxn04384_c0	['ADCOBAPS', 'ADCPS2']	R06529	['META:RXN-6261', 'META:RXN-6261.p', 'META:RXN-6261.c']	adenosylcobyric acid:(R)-1-aminopropan-2-yl phosphate ligase_c0
rxn02775_c0	PC20M	R03948	['META:2.1.1.130-RXN.c', 'META:2.1.1.130-RXN']	S-adenosyl-L-methionine:precorrin-4 C20-methyltransferase_c0
rxn00060_c0	HEM3	R00084	['META:OHMETHYLBILANESYN-RXN.c', 'META:OHMETHYLBILANESYN-RXN.d']	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)_c0
rxn00225_c0	ACKr	R00315	['META:ACETATEKIN-RXN.c', 'META:ACETATEKIN-RXN', 'META:RXN-7957.c']	ATP:acetate phosphotransferase_c0
rxn05350_c0	['FAS2_3_1', 'CEM1_3', '3OAS80', 'MCMAT3']	R04957	['META:RXN-9523.c', 'META:RXN-9523', 'META:RXN-9523.m']	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn09198_c0	PSD140	NULL	NULL	Phosphatidylserine decarboxylase (n-C14:0)_c0
rxn00780_c0	NULL	R01059	['META:TRIOKINASE-RXN', 'META:TRIOKINASE-RXN.c']	ATP:D-glyceraldehyde 3-phosphotransferase_c0
rxn00148_c0	PYK 	R00200	['META:PEPDEPHOS-RXN.c', 'META:PEPDEPHOS-RXN.d']	ATP:pyruvate 2-O-phosphotransferase_c0
rxn01102_c0	GLYCK	R01514	['META:GLY3KIN-RXN.c', 'META:GLY3KIN-RXN']	ATP:(R)-glycerate 3-phosphotransferase_c0
rxn05569_c0	['GAMpts', 'GAMptspp']	NULL	NULL	D-glucosamine transport via PEP:Pyr PTS_c0
rxn05358_c0	NULL	NULL	NULL	2-methylbutanoyl-CoA:[acyl-carrier-protein] transferase_c0
rxn01863_c0	NULL	R02561	META:4-AMINOBENZOATE-1-MONOOXYGENASE-RXN.c.metaexp.NAD_NADH	4-aminobenzoate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)_c0
rxn00100_c0	['DPCOAKm', 'U96', 'DPCOAK', 'U97']	R00130	['META:DEPHOSPHOCOAKIN-RXN.c', 'META:DEPHOSPHOCOAKIN-RXN']	ATP:dephospho-CoA 3'-phosphotransferase_c0
rxn03482_c0	NULL	R05134	['META:RXN0-5297', 'META:RXN0-5297.c']	Salicin 6-phosphate glucohydrolase_c0
rxn00789_c0	['HIS1', 'ATPPRT', 'ATPPRTr']	R01071	['META:ATPPHOSPHORIBOSYLTRANS-RXN.c', 'META:ATPPHOSPHORIBOSYLTRANS-RXN', 'META:ATPPHOSPHORIBOSYLTRANS-RXN.d']	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase_c0
rxn02374_c0	['G5SADr', 'G5SADrm', 'G5SADs', 'G5SADsi']	R03314	['META:SPONTPRO-RXN.c', 'META:SPONTPRO-RXN']	R03314_c0
rxn03436_c0	NULL	R05069	META:RXN-14106	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)_c0
rxn05560_c0	FRUpts2	NULL	NULL	D-fructose transport via PEP:Pyr PTS_c0
rxn05437_c0	NULL	NULL	NULL	12-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn05158_c0	['GLYC3Pabc', 'GLYC3Pabcpp']	NULL	['META:3.6.3.20-RXN.ce', 'META:ABC-34-RXN']	ATP phosphohydrolase (glycerol-3-phosphate-importing)_c0
rxn08976_c0	NADH9	NULL	['META:NQOR-RXN.d.metaexp.CPD-12115_DEMETHYLMENAQUINONE_NAD_NADH', 'META:NQOR-RXN.c.metaexp.CPD-12115_DEMETHYLMENAQUINONE_NAD_NADH']	quinone reductase_c0
rxn00781_c0	['GAPD', 'GAPD_NAD']	R01061	['META:GAPDHSYNEC-RXN.c.metaexp.NAD_NADH', 'META:GAPOXNPHOSPHN-RXN.c', 'META:GAPOXNPHOSPHN-RXN.d', 'META:GAPOXNPHOSPHN-RXN']	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)_c0
rxn05319_c0	['H2Ot', 'H2Otv', 'H2Otpp', 'H2Otp', 'H2Otex', 'H2Oter', 'H2Otm', 'H2Ot5', 'H2Otn']	NULL	['META:TRANS-RXN0-547', 'META:TRANS-RXN-145']	TRANS-RXNBWI-115401.ce.maizeexp.OH_c0
rxn00881_c0	MI1PP	R01185	['META:RXN0-5408.c', 'META:RXN-10949.c.metaexp.D-MYO-INOSITOL-1-MONOPHOSPHATE', 'META:RXN0-5408']	1D-myo-Inositol 1-phosphate phosphohydrolase_c0
rxn05408_c0	NULL	NULL	NULL	2-methylpropionyl-CoA:[acyl-carrier-protein] transferase_c0
rxn10337_c0	NULL	NULL	NULL	isoheptadecanoyl-cardiolipin synthase_c0
rxn00292_c0	UAG2EMA	R00414	NULL	UDP-N-acetyl-D-glucosamine 2-epimerase_c0
rxn08336_c0	DHORD5	NULL	NULL	dihydroorotic acid (menaquinone-8)_c0
rxn05293_c0	MECDPDH2	NULL	NULL	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase_c0
rxn05401_c0	NULL	NULL	NULL	13-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase_c0
rxn02264_c0	['UPP3S', 'HEM4']	R03165	['META:UROGENIIISYN-RXN', 'META:UROGENIIISYN-RXN.d', 'META:UROGENIIISYN-RXN.c']	Hydroxymethylbilane hydro-lyase(cyclizing)_c0
rxn10338_c0	NULL	NULL	NULL	anteisoheptadecanoyl-cardiolipin synthase_c0
rxn03185_c0	NULL	['R06000', 'R04661']	NULL	R04661_c0
rxn09202_c0	PSD180	NULL	NULL	Phosphatidylserine decarboxylase (n-C18:0)_c0
rxn01451_c0	['HACD1', 'HACD1i']	R01975	['META:RXN-11662.c', 'META:RXN-11662']	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase_c0
rxn02687_c0	NULL	R03790	META:RXN-15840	R03790_c0
rxn03903_c0	PAPPT2	R05629	NULL	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase_c0
rxn00097_c0	['ADK1_1', 'ADK1m', 'ADK2_1', 'ADK1']	R00127	['META:ADENYL-KIN-RXN', 'META:ADENYL-KIN-RXN.c']	ATP:AMP phosphotransferase_c0
rxn01217_c0	['DCMPDA2ir', 'DCD1_1']	R01663	META:DCMP-DEAMINASE-RXN.c	dCMP aminohydrolase_c0
rxn02212_c0	['ARO1_1', 'DHQS']	R03083	['META:3-DEHYDROQUINATE-SYNTHASE-RXN.c', 'META:3-DEHYDROQUINATE-SYNTHASE-RXN']	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)_c0
rxn07670_c0	NULL	R07880	NULL	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0
rxn05324_c0	['EAR120x', 'DDMAT5']	R04724	['META:RXN-9661.c', 'META:RXN-9661', 'META:RXN-9661.d']	Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0
rxn10481_c0	Cuabc	NULL	NULL	Copper transport via ABC system_c0
rxn03535_c0	CYRDAAT	R05220	META:R344-RXN.c	ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase_c0
rxn00655_c0	NULL	R00906	['META:BETA-ALANOPINE-DEHYDROGENASE-RXN.c', 'META:BETA-ALANOPINE-DEHYDROGENASE-RXN']	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)_c0
rxn00692_c0	['SHM1', 'GHMT2rm', 'GHMT2r', 'SHM2', 'GHMT2', 'GHMT']	R00945	['META:GLYOHMETRANS-RXN.c', 'META:GLYOHMETRANS-RXN.m']	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase_c0
rxn01492_c0	['FRUK', 'FRUK_r', 'U1', 'F1PK']	R02071	META:1PFRUCTPHOSN-RXN.c	ATP:D-fructose-1-phosphate 6-phosphotransferase_c0
rxn00802_c0	NULL	R01086	['META:ARGSUCCINLYA-RXN', 'META:ARGSUCCINLYA-RXN.c']	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)_c0
rxn05432_c0	NULL	NULL	NULL	14-methyl-trans-pentadec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn02160_c0	['HIS2', 'HISTP']	R03013	['META:HISTIDPHOS-RXN.c', 'META:HISTIDPHOS-RXN']	L-Histidinol-phosphate phosphohydrolase_c0
rxn11559_c0	NULL	R01709	['META:PYRIDOXAL-OXIDASE-RXN', 'META:PYRIDOXAL-OXIDASE-RXN.c']	pyridoxal:oxygen 4-oxidoreductase_c0
rxn00926_c0	AAH1_3	R01244	META:ADENINE-DEAMINASE-RXN.c	Adenine aminohydrolase_c0
rxn10230_c0	NULL	NULL	NULL	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0
rxn05413_c0	NULL	NULL	NULL	4-methyl-pentanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn02703_c0	NULL	R03819	META:RXN-19915	ATP:sedoheptulose 1-phosphotransferase_c0
rxn10284_c0	NULL	NULL	NULL	anteisoheptadecanoyl-UDP-glucosyltransferase (monoglucosyl)_c0
rxn00913_c0	['U31', 'NTD9pp', 'NTD9']	R01227	['META:5-NUCLEOTID-RXN.c.metaexp.GMP_GUANOSINE', 'META:5-NUCLEOTID-RXN.p.metaexp.GMP_GUANOSINE', 'META:RXN-7609', 'META:RXN-7609.c']	Guanosine 5'-monophosphate phosphohydrolase_c0
rxn08521_c0	['FLVR(NAD)', 'FLVRx']	R09750	META:RXN-12445.c.metaexp.NAD_NADH	reduced-riboflavin:NAD+ oxidoreductase_c0
rxn00171_c0	['ACALD', 'ACALDi']	R00228	['META:ACETALD-DEHYDROG-RXN', 'META:ACETALD-DEHYDROG-RXN.c']	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)_c0
rxn03958_c0	['DXPRIi', 'DXPRI']	R05688	['META:DXPREDISOM-RXN.d', 'META:DXPREDISOM-RXN.c', 'META:DXPREDISOM-RXN']	1-Deoxy-D-xylulose-5-phosphate isomeroreductase_c0
rxn00259_c0	NULL	R00354	['META:RXN-7929.c', 'META:RXN-7929']	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)_c0
rxn00345_c0	NULL	R00488	META:RXN-13680	N-Acetyl-L-aspartate amidohydrolase_c0
rxn10046_c0	NULL	NULL	NULL	menauinol oxidase (7:2 protons)_c0
rxn05424_c0	NULL	NULL	NULL	10-methyl-trans-undec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn00178_c0	['KAT1', 'ACACT1m', 'AACOAT', 'ERG10', 'ACACT1', 'ACACT1r']	R00238	['META:ACETYL-COA-ACETYLTRANSFER-RXN.m', 'META:ACETYL-COA-ACETYLTRANSFER-RXN.c']	Acetyl-CoA:acetyl-CoA C-acetyltransferase_c0
rxn01362_c0	['URA5', 'URA10', 'ORPT', 'or PT']	R01870	['META:OROPRIBTRANS-RXN.c', 'META:OROPRIBTRANS-RXN']	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase_c0
rxn03174_c0	NULL	R04639	NULL	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase_c0
rxn05161_c0	['LEUabc', 'LEUabcpp']	NULL	['META:ABC-35-RXN', 'META:3.6.3.22-RXN.ce.metaexp.LEU_LEU']	nonpolar-amino-acid-transporting ATPase_c0
rxn00549_c0	['FBP', 'FBP1']	R00762	NULL	D-Fructose-1,6-bisphosphate 1-phosphohydrolase_c0
rxn02938_c0	['ADE2', 'AIRCr']	R04209	['META:AIRCARBOXY-RXN.c', 'META:AIRCARBOXY-RXN']	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase_c0
rxn04779_c0	NULL	R06970	META:RXN-8018.c	R06970_c0
rxn05366_c0	NULL	NULL	NULL	6-methyl-trans-oct-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn07875_c0	NULL	R08086	['META:RXN-11970', 'META:RXN-11970.c']	R08086_c0
rxn05418_c0	NULL	NULL	NULL	8-methyl-3-oxo-nonanoyl-ACP:NADP+ oxidoreductase_c0
rxn00506_c0	['ALD2', 'ALDD2xm', 'ALD3', 'ALDD2xr', 'ALDD2x', 'ALD4_1']	R00710	['META:RXN66-3', 'META:RXN66-3.c', 'META:ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ACET_ACETALD_NAD_NADH', 'META:RXN66-3.m']	Acetaldehyde:NAD+ oxidoreductase_c0
rxn10060_c0	NULL	NULL	NULL	NAD kinase (dTTP)_c0
rxn02933_c0	['HACD8', 'HACD9', '3H2MBCOAD']	R04203	['META:1.1.1.178-RXN.c', 'META:1.1.1.178-RXN']	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase_c0
rxn00727_c0	['ANS', 'TRP3_1', 'ANS1', 'TRP2_1']	R00986	['META:ANTHRANSYN-RXN.c', 'META:ANTHRANSYN-RXN']	Chorismate pyruvate-lyase (amino-accepting)_c0
rxn10307_c0	NULL	NULL	NULL	palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0
rxn05617_c0	['MNLptspp', 'MNLpts']	NULL	NULL	mannitol transport via PEP:Pyr PTS_c0
rxn12638_c0	MEAMP1(gly-pro-L)	NULL	NULL	methionyl aminopeptidase_c0
rxn05243_c0	['GAP1_11', 'LEUt2r', 'VAP1_4', 'BAP2_3', 'BAP3_3', 'TAT1_2', 'LEUt2', 'LEUt7', 'GNP1_4', 'AGP1_7', 'LEUt2rpp']	NULL	NULL	TRANS-RXNBWI-115637.ce.maizeexp.LEU_c0
rxn02268_c0	NULL	NULL	NULL	(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase_c0
rxn05127_c0	['GGLUGABDH', 'GGGABADr']	R07418	META:RXN0-3922.c.metaexp.NADP_NADPH	R07418_c0
rxn00305_c0	PEPCK_re	R00431	['META:4.1.1.32-RXN', 'META:4.1.1.32-RXN.c']	"GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)_c0"
rxn01445_c0	['NTD8pp', 'U27', 'NTD8']	R01968	META:RXN-14142	2'-Deoxyguanosine 5'-monophosphate phosphohydrolase_c0
rxn05248_c0	NULL	NULL	NULL	FACOAL150(anteiso)_c0
rxn00612_c0	G3PD2	R00844	META:GLYC3PDEHYDROGBIOSYN-RXN.c.metaexp.NADP_NADPH	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase_c0
rxn05420_c0	NULL	NULL	NULL	8-methyl-trans-non-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn05539_c0	['CGLYabcpp', 'DIPEPabc15']	NULL	META:3.6.3.23-RXN.ce.metaexp.CYS-GLY_CYS-GLY	oligopeptide-transporting ATPase_c0
rxn05461_c0	NULL	NULL	NULL	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase_c0
rxn07312_c0	NULL	R07481	['META:RXN-4021.r', 'META:RXN-4021', 'META:RXN-4021.c']	R07481_c0
rxn01701_c0	NULL	R02367	['META:RXN-12547', 'META:RXN-12547.c']	Palmitoyl-CoA:retinol O-acyltransferase_c0
rxn02159_c0	NULL	R03012	['META:HISTOLDEHYD-RXN.c', 'META:HISTOLDEHYD-RXN.d', 'META:HISTOLDEHYD-RXN']	L-Histidinol:NAD+ oxidoreductase_c0
rxn08083_c0	AGPAT120	NULL	NULL	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)_c0
rxn10222_c0	NULL	NULL	NULL	isotetradecanoyl-phosphatidate cytidylyltransferase_c0
rxn00269_c0	GLYO1	R00366	META:1.4.3.19-RXN.c	glycine:oxygen oxidoreductase (deaminating)_c0
rxn10263_c0	NULL	NULL	NULL	anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0
rxn02791_c0	NULL	R03970	NULL	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase_c0
rxn05466_c0	NH4t	NULL	['META:TRANS-RXN0-544', 'META:TRANS-RXN-173.ce', 'META:RXN-9615.ce']	TRANS-RXN-173.ce_c0
rxn01292_c0	ARAI	R01761	META:ARABISOM-RXN	L-Arabinose aldose-ketose-isomerase_c0
rxn00300_c0	['RIB1', 'GTPCII2']	R00425	['META:GTP-CYCLOHYDRO-II-RXN', 'META:GTP-CYCLOHYDRO-II-RXN.c']	GTP 7,8-8,9-dihydrolase (diphosphate-forming)_c0
rxn01925_c0	NULL	R02662	NULL	2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase_c0
rxn02380_c0	['G6PI3', 'G6PI2', 'PGI1_3']	R03321	META:PGLUCISOM-RXN.c	beta-D-Glucose 6-phosphate ketol-isomerase_c0
rxn08792_c0	['L-LACD2', 'L_LACD2']	NULL	NULL	lactate oxidation_c0
rxn10131_c0	['ARGORNt7pp', 'ARGORNt7', 'ARGORNt3']	NULL	NULL	arginine/ornithine antiporter (periplasm)_c0
rxn05417_c0	NULL	NULL	NULL	6-methyl-heptanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn05585_c0	NULL	NULL	NULL	hexanesulfonate transport via ABC system_c0
rxn05374_c0	NULL	NULL	NULL	10-methyl-trans-dodec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn01157_c0	NULL	R01583	['META:D-GLUTAMATE-CYCLASE-RXN', 'META:D-GLUTAMATE-CYCLASE-RXN.c']	"D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)_c0"
rxn07848_c0	NULL	R08059	META:RXN-2883.c.metaexp.NADP_NADPH	R08059_c0
rxn05957_c0	['SHSL2', 'SHSL2r']	R01288	['META:RXN-9384', 'META:RXN-9384.c']	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0
rxn05416_c0	NULL	NULL	NULL	6-methyl-trans-hept-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn03419_c0	NULL	R05046	NULL	formamidopyrimidine nucleoside triphosphate amidohydrolase_c0
rxn08551_c0	G3PAT180	NULL	NULL	glycerol-3-phosphate acyltransferase (C18:0)_c0
rxn11610_c0	NULL	R04488	NULL	R04488_c0
rxn10256_c0	NULL	NULL	NULL	isopentadecanoyl-Diacylglycerol kinase_c0
rxn04781_c0	NULL	R06972	['META:RXN-8020', 'META:RXN-8020.c']	R06972_c0
rxn00679_c0	['MCITS', 'MCITSm']	R00931	NULL	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)_c0
rxn01516_c0	NULL	R02097	NULL	dTTP:uridine 5'-phosphotransferase_c0
rxn00758_c0	['GPDDA1', 'GPDDA1pp']	R01030	['META:3.1.4.2-RXN.c', 'META:3.1.4.2-RXN']	sn-Glycero-3-phosphocholine glycerophosphohydrolase_c0
rxn02975_c0	NULL	R04266	['META:RXN-9160.c', 'META:RXN-9160']	CDP-3,6-dideoxy-D-glucose 2-epimerase_c0
rxn05555_c0	['FE2abc', 'FE2abcpp']	NULL	NULL	iron (II) transport via ABC system_c0
rxn10314_c0	NULL	NULL	NULL	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0
rxn09111_c0	PGSA160	NULL	NULL	Phosphatidylglycerol synthase (n-C16:0)_c0
rxn06078_c0	NULL	R02026	NULL	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)_c0
rxn00471_c0	NULL	R00671	NULL	"L-ornithine ammonia-lyase (cyclizing; L-proline-forming)_c0"
rxn05607_c0	['MALTptspp', 'MALTpts']	NULL	NULL	maltose transport via PEP:Pyr PTS_c0
rxn03848_c0	NULL	R05562	NULL	Biuret amidohydrolase_c0
rxn05348_c0	['FAS2_5_1', 'MCMAT5', 'CEM1_5', '3OAS120']	R04963	['META:RXN-9531.m', 'META:RXN-9531.c', 'META:RXN-9531']	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn05435_c0	NULL	NULL	NULL	8-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn00798_c0	NULL	R01081	NULL	D-ribose aldose-ketose-isomerase_c0
rxn03245_c0	['ECOAH4', 'ECOAH4p']	R04744	META:RXN-13616	(S)-Hydroxydecanoyl-CoA hydro-lyase_c0
rxn01504_c0	['MGCOAH', 'MGCH']	R02085	['META:METHYLGLUTACONYL-COA-HYDRATASE-RXN', 'META:METHYLGLUTACONYL-COA-HYDRATASE-RXN.c']	(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)_c0
rxn00907_c0	['ADE3_1', 'MTHFD', 'MTHFDm', 'MIS1_1']	R01220	META:METHYLENETHFDEHYDROG-NADP-RXN.c	5,10-methylenetetrahydrofolate:NADP+ oxidoreductase_c0
rxn05458_c0	FAS1_7_c	R10700	NULL	[Acyl-carrier-protein] acetyltransferase_c0
rxn10213_c0	NULL	NULL	NULL	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0
rxn05229_c0	NULL	NULL	NULL	NCAIR synthetase and NCAIR mutase_c0
rxn08300_c0	DAGK181	NULL	NULL	diacylglycerol kinase (n-C18:1)_c0
rxn01644_c0	DHDPS	R02292	['META:DIHYDRODIPICSYN-RXN.d', 'META:DIHYDRODIPICSYN-RXN.c']	L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)_c0
rxn06887_c0	COBB	R05224	['META:R341-RXN.c', 'META:R341-RXN']	R05224_c0
rxn08297_c0	DAGK160	NULL	NULL	diacylglycerol kinase (n-C16:0)_c0
rxn02911_c0	['ECOAH5', 'ECOAH5p']	R04170	NULL	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase_c0
rxn00012_c0	NULL	R00015	META:RXN-1781	sucrose:sucrose 1'-beta-D-fructosyltransferase_c0
rxn10067_c0	NULL	NULL	NULL	FMN-dependent monooxygenase (hexanesulfonate)_c0
rxn01280_c0	['HOXPRx', 'TRSAR', 'TRSARr']	R01745	['META:TSA-REDUCT-RXN.c.metaexp.NAD_NADH', 'META:RXN0-5289', 'META:RXN0-5289.c']	(R)-Glycerate:NAD+ oxidoreductase_c0
rxn05581_c0	['GLYCtex', 'GLYCtpp', 'GLYCt5', 'GLYCt', 'FPS1']	NULL	['META:TRANS-RXN-131.cp', 'META:TRANS-RXN-131']	RXN0-1683.ce.maizeexp.GLYCEROL_c0
rxn07721_c0	NULL	R07931	NULL	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0
rxn05450_c0	NULL	NULL	NULL	14-methyl-trans-pentadec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn12847_c0	NULL	NULL	NULL	Gly-Try aminopeptidase_c0
rxn05410_c0	NULL	NULL	NULL	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase_c0
rxn05443_c0	NULL	NULL	NULL	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn09320_c0	TPRDCOAS	R09675	['META:2.7.8.25-RXN', 'META:2.7.8.25-RXN.c']	ATP:3'-dephospho-CoA 5-triphosphoribosyltransferase_c0
rxn09114_c0	PGSA181	NULL	NULL	Phosphatidylglycerol synthase (n-C18:1)_c0
rxn05535_c0	DIPEPabc11	NULL	META:3.6.3.23-RXN.ce.metaexp.CPD-13393_CPD-13393	oligopeptide-transporting ATPase_c0
rxn09188_c0	['PRO1z', 'PROD2']	R10507	NULL	Proline dehydrogenase_c0
rxn03974_c0	FMNRx	R05705	['META:FMNREDUCT-RXN.c.metaexp.NAD_NADH', 'META:RXN-9510', 'META:RXN-9510.c']	FMNH2:NAD+ oxidoreductase_c0
rxn01422_c0	U56	R01938	NULL	R01938_c0
rxn04677_c0	NULL	R06862	NULL	alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetransferase_c0
rxn02821_c0	NULL	['R06147', 'R04018']	NULL	Acylneuraminyl hydrolase_c0
rxn10208_c0	NULL	NULL	NULL	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0
rxn05345_c0	['CEM1_6', 'MCMAT6', 'FAS2_6_1', '3OAS140']	R04726	['META:RXN-9535', 'META:RXN-9535.m', 'META:RXN-9535.c']	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn04068_c0	NULL	R05835	['META:CHOLOYLGLYCINE-HYDROLASE-RXN', 'META:CHOLOYLGLYCINE-HYDROLASE-RXN.c']	Glycocholate amidohydrolase_c0
rxn01522_c0	['XAND', 'XANDb']	R02103	['META:RXN0-901', 'META:RXN0-901.c']	xanthine:NAD+ oxidoreductase_c0
